Prezzo,Codice,Dimensione A,Dimensione B,Peso,Dimensione A pacchetto,DimensioneBA pacchetto,Dimensione C pacchetto,Descrizione
19.45,5057582212791,254,184,1.2040,118,10,10,Captain Buckle in the Jungle
25.31,5057582212807,368,254,1.8590,118,10,10,Captain Buckle in the Jungle
76.80,5057582212814,254,184,1.5000,118,10,10,Captain Buckle in the Jungle
121.15,5057582212821,368,254,2.5000,118,10,10,Captain Buckle in the Jungle
29.82,5057582212838,254,184,1.2640,118,10,10,Captain Buckle in the Jungle
40.63,5057582212845,368,254,1.9890,118,10,10,Captain Buckle in the Jungle
11.70,5057582212852,104,70.5,0.6540,118,10,10,Captain Buckle in the Jungle
16.20,5057582212869,152.5,104,0.7860,118,10,10,Captain Buckle in the Jungle
25.22,5057582212876,208,146,1.0110,118,10,10,Captain Buckle in the Jungle
38.74,5057582212883,312,219,1.5990,118,10,10,Captain Buckle in the Jungle
43.24,5057582212890,416,254,2.1780,118,10,10,Captain Buckle in the Jungle
52.26,5057582212906,416,290,2.4100,118,10,10,Captain Buckle in the Jungle
19.45,5057582212913,254,184,1.2040,118,10,10,Captain Buckle Treasure Hunt
25.31,5057582212920,368,254,1.8590,118,10,10,Captain Buckle Treasure Hunt
76.80,5057582212937,254,184,1.5000,118,10,10,Captain Buckle Treasure Hunt
121.15,5057582212944,368,254,2.5000,118,10,10,Captain Buckle Treasure Hunt
29.82,5057582212951,254,184,1.2640,118,10,10,Captain Buckle Treasure Hunt
40.63,5057582212968,368,254,1.9890,118,10,10,Captain Buckle Treasure Hunt
11.70,5057582212975,104,70.5,0.6540,118,10,10,Captain Buckle Treasure Hunt
16.20,5057582212982,152.5,104,0.7860,118,10,10,Captain Buckle Treasure Hunt
25.22,5057582212999,208,146,1.0110,118,10,10,Captain Buckle Treasure Hunt
38.74,5057582213002,312,219,1.5990,118,10,10,Captain Buckle Treasure Hunt
43.24,5057582213019,416,254,2.1780,118,10,10,Captain Buckle Treasure Hunt
52.26,5057582213026,416,290,2.4100,118,10,10,Captain Buckle Treasure Hunt
19.45,5057582213033,254,184,1.2040,118,10,10,Ballooning Around the World
25.31,5057582213040,368,254,1.8590,118,10,10,Ballooning Around the World
76.80,5057582213057,254,184,1.5000,118,10,10,Ballooning Around the World
121.15,5057582213064,368,254,2.5000,118,10,10,Ballooning Around the World
29.82,5057582213071,254,184,1.2640,118,10,10,Ballooning Around the World
40.63,5057582213088,368,254,1.9890,118,10,10,Ballooning Around the World
11.70,5057582213095,104,70.5,0.6540,118,10,10,Ballooning Around the World
16.20,5057582213101,152.5,104,0.7860,118,10,10,Ballooning Around the World
25.22,5057582213118,208,146,1.0110,118,10,10,Ballooning Around the World
38.74,5057582213125,312,219,1.5990,118,10,10,Ballooning Around the World
43.24,5057582213132,416,254,2.1780,118,10,10,Ballooning Around the World
52.26,5057582213149,416,290,2.4100,118,10,10,Ballooning Around the World
19.45,5057582213156,254,184,1.2040,118,10,10,Ballooning Around the World
25.31,5057582213163,368,254,1.8590,118,10,10,Ballooning Around the World
76.80,5057582213170,254,184,1.5000,118,10,10,Ballooning Around the World
121.15,5057582213187,368,254,2.5000,118,10,10,Ballooning Around the World
29.82,5057582213194,254,184,1.2640,118,10,10,Ballooning Around the World
40.63,5057582213200,368,254,1.9890,118,10,10,Ballooning Around the World
11.70,5057582213217,104,70.5,0.6540,118,10,10,Ballooning Around the World
16.20,5057582213224,152.5,104,0.7860,118,10,10,Ballooning Around the World
25.22,5057582213231,208,146,1.0110,118,10,10,Ballooning Around the World
38.74,5057582213248,312,219,1.5990,118,10,10,Ballooning Around the World
43.24,5057582213255,416,254,2.1780,118,10,10,Ballooning Around the World
52.26,5057582213262,416,290,2.4100,118,10,10,Ballooning Around the World
19.45,5057582213279,254,184,1.2040,118,10,10,Ballooning Around the World
25.31,5057582213286,368,254,1.8590,118,10,10,Ballooning Around the World
76.80,5057582213293,254,184,1.5000,118,10,10,Ballooning Around the World
121.15,5057582213309,368,254,2.5000,118,10,10,Ballooning Around the World
29.82,5057582213316,254,184,1.2640,118,10,10,Ballooning Around the World
40.63,5057582213323,368,254,1.9890,118,10,10,Ballooning Around the World
11.70,5057582213330,104,70.5,0.6540,118,10,10,Ballooning Around the World
16.20,5057582213347,152.5,104,0.7860,118,10,10,Ballooning Around the World
25.22,5057582213354,208,146,1.0110,118,10,10,Ballooning Around the World
38.74,5057582213361,312,219,1.5990,118,10,10,Ballooning Around the World
43.24,5057582213378,416,254,2.1780,118,10,10,Ballooning Around the World
52.26,5057582213385,416,290,2.4100,118,10,10,Ballooning Around the World
19.45,5057582213392,254,184,1.2040,118,10,10,Sadie the Deer Princess
25.31,5057582213408,368,254,1.8590,118,10,10,Sadie the Deer Princess
76.80,5057582213415,254,184,1.5000,118,10,10,Sadie the Deer Princess
121.15,5057582213422,368,254,2.5000,118,10,10,Sadie the Deer Princess
29.82,5057582213439,254,184,1.2640,118,10,10,Sadie the Deer Princess
40.63,5057582213446,368,254,1.9890,118,10,10,Sadie the Deer Princess
11.70,5057582213453,104,70.5,0.6540,118,10,10,Sadie the Deer Princess
16.20,5057582213460,152.5,104,0.7860,118,10,10,Sadie the Deer Princess
25.22,5057582213477,208,146,1.0110,118,10,10,Sadie the Deer Princess
38.74,5057582213484,312,219,1.5990,118,10,10,Sadie the Deer Princess
43.24,5057582213491,416,254,2.1780,118,10,10,Sadie the Deer Princess
52.26,5057582213507,416,290,2.4100,118,10,10,Sadie the Deer Princess
19.45,5057582213514,254,184,1.2040,118,10,10,Sadie the Deer Princess II
25.31,5057582213521,368,254,1.8590,118,10,10,Sadie the Deer Princess II
76.80,5057582213538,254,184,1.5000,118,10,10,Sadie the Deer Princess II
121.15,5057582213545,368,254,2.5000,118,10,10,Sadie the Deer Princess II
29.82,5057582213552,254,184,1.2640,118,10,10,Sadie the Deer Princess II
40.63,5057582213569,368,254,1.9890,118,10,10,Sadie the Deer Princess II
11.70,5057582213576,104,70.5,0.6540,118,10,10,Sadie the Deer Princess II
16.20,5057582213583,152.5,104,0.7860,118,10,10,Sadie the Deer Princess II
25.22,5057582213590,208,146,1.0110,118,10,10,Sadie the Deer Princess II
38.74,5057582213606,312,219,1.5990,118,10,10,Sadie the Deer Princess II
43.24,5057582213613,416,254,2.1780,118,10,10,Sadie the Deer Princess II
52.26,5057582213620,416,290,2.4100,118,10,10,Sadie the Deer Princess II
19.45,5057582213637,254,184,1.2040,118,10,10,Friends under the Waves
25.31,5057582213644,368,254,1.8590,118,10,10,Friends under the Waves
76.80,5057582213651,254,184,1.5000,118,10,10,Friends under the Waves
121.15,5057582213668,368,254,2.5000,118,10,10,Friends under the Waves
29.82,5057582213675,254,184,1.2640,118,10,10,Friends under the Waves
40.63,5057582213682,368,254,1.9890,118,10,10,Friends under the Waves
11.70,5057582213699,104,70.5,0.6540,118,10,10,Friends under the Waves
16.20,5057582213705,152.5,104,0.7860,118,10,10,Friends under the Waves
25.22,5057582213712,208,146,1.0110,118,10,10,Friends under the Waves
38.74,5057582213729,312,219,1.5990,118,10,10,Friends under the Waves
43.24,5057582213736,416,254,2.1780,118,10,10,Friends under the Waves
52.26,5057582213743,416,290,2.4100,118,10,10,Friends under the Waves
19.45,5057582213750,254,184,1.2040,118,10,10,Friends under the Waves
25.31,5057582213767,368,254,1.8590,118,10,10,Friends under the Waves
76.80,5057582213774,254,184,1.5000,118,10,10,Friends under the Waves
121.15,5057582213781,368,254,2.5000,118,10,10,Friends under the Waves
29.82,5057582213798,254,184,1.2640,118,10,10,Friends under the Waves
40.63,5057582213804,368,254,1.9890,118,10,10,Friends under the Waves
11.70,5057582213811,104,70.5,0.6540,118,10,10,Friends under the Waves
16.20,5057582213828,152.5,104,0.7860,118,10,10,Friends under the Waves
25.22,5057582213835,208,146,1.0110,118,10,10,Friends under the Waves
38.74,5057582213842,312,219,1.5990,118,10,10,Friends under the Waves
43.24,5057582213859,416,254,2.1780,118,10,10,Friends under the Waves
52.26,5057582213866,416,290,2.4100,118,10,10,Friends under the Waves
19.45,5057582213873,254,184,1.2040,118,10,10,The Cuddlies: Oliver & Olivia
25.31,5057582213880,368,254,1.8590,118,10,10,The Cuddlies: Oliver & Olivia
76.80,5057582213897,254,184,1.5000,118,10,10,The Cuddlies: Oliver & Olivia
121.15,5057582213903,368,254,2.5000,118,10,10,The Cuddlies: Oliver & Olivia
29.82,5057582213910,254,184,1.2640,118,10,10,The Cuddlies: Oliver & Olivia
40.63,5057582213927,368,254,1.9890,118,10,10,The Cuddlies: Oliver & Olivia
11.70,5057582213934,104,70.5,0.6540,118,10,10,The Cuddlies: Oliver & Olivia
16.20,5057582213941,152.5,104,0.7860,118,10,10,The Cuddlies: Oliver & Olivia
25.22,5057582213958,208,146,1.0110,118,10,10,The Cuddlies: Oliver & Olivia
38.74,5057582213965,312,219,1.5990,118,10,10,The Cuddlies: Oliver & Olivia
43.24,5057582213972,416,254,2.1780,118,10,10,The Cuddlies: Oliver & Olivia
52.26,5057582213989,416,290,2.4100,118,10,10,The Cuddlies: Oliver & Olivia
19.45,5057582213996,254,184,1.2040,118,10,10,The Cuddlies: Oliver
25.31,5057582214009,368,254,1.8590,118,10,10,The Cuddlies: Oliver
76.80,5057582214016,254,184,1.5000,118,10,10,The Cuddlies: Oliver
121.15,5057582214023,368,254,2.5000,118,10,10,The Cuddlies: Oliver
29.82,5057582214030,254,184,1.2640,118,10,10,The Cuddlies: Oliver
40.63,5057582214047,368,254,1.9890,118,10,10,The Cuddlies: Oliver
11.70,5057582214054,104,70.5,0.6540,118,10,10,The Cuddlies: Oliver
16.20,5057582214061,152.5,104,0.7860,118,10,10,The Cuddlies: Oliver
25.22,5057582214078,208,146,1.0110,118,10,10,The Cuddlies: Oliver
38.74,5057582214085,312,219,1.5990,118,10,10,The Cuddlies: Oliver
43.24,5057582214092,416,254,2.1780,118,10,10,The Cuddlies: Oliver
52.26,5057582214108,416,290,2.4100,118,10,10,The Cuddlies: Oliver
19.45,5057582214115,254,184,1.2040,118,10,10,
25.31,5057582214122,368,254,1.8590,118,10,10,
76.80,5057582214139,254,184,1.5000,118,10,10,
121.15,5057582214146,368,254,2.5000,118,10,10,
29.82,5057582214153,254,184,1.2640,118,10,10,
40.63,5057582214160,368,254,1.9890,118,10,10,
11.70,5057582214177,104,70.5,0.6540,118,10,10,
16.20,5057582214184,152.5,104,0.7860,118,10,10,
25.22,5057582214191,208,146,1.0110,118,10,10,
38.74,5057582214207,312,219,1.5990,118,10,10,
43.24,5057582214214,416,254,2.1780,118,10,10,
52.26,5057582214221,416,290,2.4100,118,10,10,
19.45,5057582214238,254,184,1.2040,118,10,10,Friends under the Waves Deep Blue
25.31,5057582214245,368,254,1.8590,118,10,10,Friends under the Waves Deep Blue
76.80,5057582214252,254,184,1.5000,118,10,10,Friends under the Waves Deep Blue
121.15,5057582214269,368,254,2.5000,118,10,10,Friends under the Waves Deep Blue
29.82,5057582214276,254,184,1.2640,118,10,10,Friends under the Waves Deep Blue
40.63,5057582214283,368,254,1.9890,118,10,10,Friends under the Waves Deep Blue
11.70,5057582214290,104,70.5,0.6540,118,10,10,Friends under the Waves Deep Blue
16.20,5057582214306,152.5,104,0.7860,118,10,10,Friends under the Waves Deep Blue
25.22,5057582214313,208,146,1.0110,118,10,10,Friends under the Waves Deep Blue
38.74,5057582214320,312,219,1.5990,118,10,10,Friends under the Waves Deep Blue
43.24,5057582214337,416,254,2.1780,118,10,10,Friends under the Waves Deep Blue
52.26,5057582214344,416,290,2.4100,118,10,10,Friends under the Waves Deep Blue
19.45,5057582214351,254,184,1.2040,118,10,10,Monster Mayhem Pirates
25.31,5057582214368,368,254,1.8590,118,10,10,Monster Mayhem Pirates
76.80,5057582214375,254,184,1.5000,118,10,10,Monster Mayhem Pirates
121.15,5057582214382,368,254,2.5000,118,10,10,Monster Mayhem Pirates
29.82,5057582214399,254,184,1.2640,118,10,10,Monster Mayhem Pirates
40.63,5057582214405,368,254,1.9890,118,10,10,Monster Mayhem Pirates
11.70,5057582214412,104,70.5,0.6540,118,10,10,Monster Mayhem Pirates
16.20,5057582214429,152.5,104,0.7860,118,10,10,Monster Mayhem Pirates
25.22,5057582214436,208,146,1.0110,118,10,10,Monster Mayhem Pirates
38.74,5057582214443,312,219,1.5990,118,10,10,Monster Mayhem Pirates
43.24,5057582214450,416,254,2.1780,118,10,10,Monster Mayhem Pirates
52.26,5057582214467,416,290,2.4100,118,10,10,Monster Mayhem Pirates
19.45,5057582214474,254,184,1.2040,118,10,10,Captain Buckle Set's Sail
25.31,5057582214481,368,254,1.8590,118,10,10,Captain Buckle Set's Sail
76.80,5057582214498,254,184,1.5000,118,10,10,Captain Buckle Set's Sail
121.15,5057582214504,368,254,2.5000,118,10,10,Captain Buckle Set's Sail
29.82,5057582214511,254,184,1.2640,118,10,10,Captain Buckle Set's Sail
40.63,5057582214528,368,254,1.9890,118,10,10,Captain Buckle Set's Sail
11.70,5057582214535,104,70.5,0.6540,118,10,10,Captain Buckle Set's Sail
16.20,5057582214542,152.5,104,0.7860,118,10,10,Captain Buckle Set's Sail
25.22,5057582214559,208,146,1.0110,118,10,10,Captain Buckle Set's Sail
38.74,5057582214566,312,219,1.5990,118,10,10,Captain Buckle Set's Sail
43.24,5057582214573,416,254,2.1780,118,10,10,Captain Buckle Set's Sail
52.26,5057582214580,416,290,2.4100,118,10,10,Captain Buckle Set's Sail
19.45,5057582214597,254,184,1.2040,118,10,10,Tobias & Friends
25.31,5057582214603,368,254,1.8590,118,10,10,Tobias & Friends
76.80,5057582214610,254,184,1.5000,118,10,10,Tobias & Friends
121.15,5057582214627,368,254,2.5000,118,10,10,Tobias & Friends
29.82,5057582214634,254,184,1.2640,118,10,10,Tobias & Friends
40.63,5057582214641,368,254,1.9890,118,10,10,Tobias & Friends
11.70,5057582214658,104,70.5,0.6540,118,10,10,Tobias & Friends
16.20,5057582214665,152.5,104,0.7860,118,10,10,Tobias & Friends
25.22,5057582214672,208,146,1.0110,118,10,10,Tobias & Friends
38.74,5057582214689,312,219,1.5990,118,10,10,Tobias & Friends
43.24,5057582214696,416,254,2.1780,118,10,10,Tobias & Friends
52.26,5057582214702,416,290,2.4100,118,10,10,Tobias & Friends
19.45,5057582214719,254,184,1.2040,118,10,10,The Big Heart Bears: Bradley
25.31,5057582214726,368,254,1.8590,118,10,10,The Big Heart Bears: Bradley
76.80,5057582214733,254,184,1.5000,118,10,10,The Big Heart Bears: Bradley
121.15,5057582214740,368,254,2.5000,118,10,10,The Big Heart Bears: Bradley
29.82,5057582214757,254,184,1.2640,118,10,10,The Big Heart Bears: Bradley
40.63,5057582214764,368,254,1.9890,118,10,10,The Big Heart Bears: Bradley
11.70,5057582214771,104,70.5,0.6540,118,10,10,The Big Heart Bears: Bradley
16.20,5057582214788,152.5,104,0.7860,118,10,10,The Big Heart Bears: Bradley
25.22,5057582214795,208,146,1.0110,118,10,10,The Big Heart Bears: Bradley
38.74,5057582214801,312,219,1.5990,118,10,10,The Big Heart Bears: Bradley
43.24,5057582214818,416,254,2.1780,118,10,10,The Big Heart Bears: Bradley
52.26,5057582214825,416,290,2.4100,118,10,10,The Big Heart Bears: Bradley
19.45,5057582214832,254,184,1.2040,118,10,10,The Big Heart Bears: Bradley has Flowers
25.31,5057582214849,368,254,1.8590,118,10,10,The Big Heart Bears: Bradley has Flowers
76.80,5057582214856,254,184,1.5000,118,10,10,The Big Heart Bears: Bradley has Flowers
121.15,5057582214863,368,254,2.5000,118,10,10,The Big Heart Bears: Bradley has Flowers
29.82,5057582214870,254,184,1.2640,118,10,10,The Big Heart Bears: Bradley has Flowers
40.63,5057582214887,368,254,1.9890,118,10,10,The Big Heart Bears: Bradley has Flowers
11.70,5057582214894,104,70.5,0.6540,118,10,10,The Big Heart Bears: Bradley has Flowers
16.20,5057582214900,152.5,104,0.7860,118,10,10,The Big Heart Bears: Bradley has Flowers
25.22,5057582214917,208,146,1.0110,118,10,10,The Big Heart Bears: Bradley has Flowers
38.74,5057582214924,312,219,1.5990,118,10,10,The Big Heart Bears: Bradley has Flowers
43.24,5057582214931,416,254,2.1780,118,10,10,The Big Heart Bears: Bradley has Flowers
52.26,5057582214948,416,290,2.4100,118,10,10,The Big Heart Bears: Bradley has Flowers
19.45,5057582214955,254,184,1.2040,118,10,10,The Big Heart Bears: Claudia
25.31,5057582214962,368,254,1.8590,118,10,10,The Big Heart Bears: Claudia
76.80,5057582214979,254,184,1.5000,118,10,10,The Big Heart Bears: Claudia
121.15,5057582214986,368,254,2.5000,118,10,10,The Big Heart Bears: Claudia
29.82,5057582214993,254,184,1.2640,118,10,10,The Big Heart Bears: Claudia
40.63,5057582215006,368,254,1.9890,118,10,10,The Big Heart Bears: Claudia
11.70,5057582215013,104,70.5,0.6540,118,10,10,The Big Heart Bears: Claudia
16.20,5057582215020,152.5,104,0.7860,118,10,10,The Big Heart Bears: Claudia
25.22,5057582215037,208,146,1.0110,118,10,10,The Big Heart Bears: Claudia
38.74,5057582215044,312,219,1.5990,118,10,10,The Big Heart Bears: Claudia
43.24,5057582215051,416,254,2.1780,118,10,10,The Big Heart Bears: Claudia
52.26,5057582215068,416,290,2.4100,118,10,10,The Big Heart Bears: Claudia
19.45,5057582215075,254,184,1.2040,118,10,10,The Big Heart Bears: Box of Hearts
25.31,5057582215082,368,254,1.8590,118,10,10,The Big Heart Bears: Box of Hearts
76.80,5057582215099,254,184,1.5000,118,10,10,The Big Heart Bears: Box of Hearts
121.15,5057582215105,368,254,2.5000,118,10,10,The Big Heart Bears: Box of Hearts
29.82,5057582215112,254,184,1.2640,118,10,10,The Big Heart Bears: Box of Hearts
40.63,5057582215129,368,254,1.9890,118,10,10,The Big Heart Bears: Box of Hearts
11.70,5057582215136,104,70.5,0.6540,118,10,10,The Big Heart Bears: Box of Hearts
16.20,5057582215143,152.5,104,0.7860,118,10,10,The Big Heart Bears: Box of Hearts
25.22,5057582215150,208,146,1.0110,118,10,10,The Big Heart Bears: Box of Hearts
38.74,5057582215167,312,219,1.5990,118,10,10,The Big Heart Bears: Box of Hearts
43.24,5057582215174,416,254,2.1780,118,10,10,The Big Heart Bears: Box of Hearts
52.26,5057582215181,416,290,2.4100,118,10,10,The Big Heart Bears: Box of Hearts
19.45,5057582215198,254,184,1.2040,118,10,10,The Big Heart Bears: Love Painting
25.31,5057582215204,368,254,1.8590,118,10,10,The Big Heart Bears: Love Painting
76.80,5057582215211,254,184,1.5000,118,10,10,The Big Heart Bears: Love Painting
121.15,5057582215228,368,254,2.5000,118,10,10,The Big Heart Bears: Love Painting
29.82,5057582215235,254,184,1.2640,118,10,10,The Big Heart Bears: Love Painting
40.63,5057582215242,368,254,1.9890,118,10,10,The Big Heart Bears: Love Painting
11.70,5057582215259,104,70.5,0.6540,118,10,10,The Big Heart Bears: Love Painting
16.20,5057582215266,152.5,104,0.7860,118,10,10,The Big Heart Bears: Love Painting
25.22,5057582215273,208,146,1.0110,118,10,10,The Big Heart Bears: Love Painting
38.74,5057582215280,312,219,1.5990,118,10,10,The Big Heart Bears: Love Painting
43.24,5057582215297,416,254,2.1780,118,10,10,The Big Heart Bears: Love Painting
52.26,5057582215303,416,290,2.4100,118,10,10,The Big Heart Bears: Love Painting
19.45,5057582215310,254,184,1.2040,118,10,10,The Big Heart Bears: Bradley & Claudia
25.31,5057582215327,368,254,1.8590,118,10,10,The Big Heart Bears: Bradley & Claudia
76.80,5057582215334,254,184,1.5000,118,10,10,The Big Heart Bears: Bradley & Claudia
121.15,5057582215341,368,254,2.5000,118,10,10,The Big Heart Bears: Bradley & Claudia
29.82,5057582215358,254,184,1.2640,118,10,10,The Big Heart Bears: Bradley & Claudia
40.63,5057582215365,368,254,1.9890,118,10,10,The Big Heart Bears: Bradley & Claudia
11.70,5057582215372,104,70.5,0.6540,118,10,10,The Big Heart Bears: Bradley & Claudia
16.20,5057582215389,152.5,104,0.7860,118,10,10,The Big Heart Bears: Bradley & Claudia
25.22,5057582215396,208,146,1.0110,118,10,10,The Big Heart Bears: Bradley & Claudia
38.74,5057582215402,312,219,1.5990,118,10,10,The Big Heart Bears: Bradley & Claudia
43.24,5057582215419,416,254,2.1780,118,10,10,The Big Heart Bears: Bradley & Claudia
52.26,5057582215426,416,290,2.4100,118,10,10,The Big Heart Bears: Bradley & Claudia
19.45,5057582215433,254,184,1.2040,118,10,10,Retro Jungle Tigers
25.31,5057582215440,368,254,1.8590,118,10,10,Retro Jungle Tigers
76.80,5057582215457,254,184,1.5000,118,10,10,Retro Jungle Tigers
121.15,5057582215464,368,254,2.5000,118,10,10,Retro Jungle Tigers
29.82,5057582215471,254,184,1.2640,118,10,10,Retro Jungle Tigers
40.63,5057582215488,368,254,1.9890,118,10,10,Retro Jungle Tigers
11.70,5057582215495,104,70.5,0.6540,118,10,10,Retro Jungle Tigers
16.20,5057582215501,152.5,104,0.7860,118,10,10,Retro Jungle Tigers
25.22,5057582215518,208,146,1.0110,118,10,10,Retro Jungle Tigers
38.74,5057582215525,312,219,1.5990,118,10,10,Retro Jungle Tigers
43.24,5057582215532,416,254,2.1780,118,10,10,Retro Jungle Tigers
52.26,5057582215549,416,290,2.4100,118,10,10,Retro Jungle Tigers
19.45,5057582215556,254,184,1.2040,118,10,10,At the Watering Hole
25.31,5057582215563,368,254,1.8590,118,10,10,At the Watering Hole
76.80,5057582215570,254,184,1.5000,118,10,10,At the Watering Hole
121.15,5057582215587,368,254,2.5000,118,10,10,At the Watering Hole
29.82,5057582215594,254,184,1.2640,118,10,10,At the Watering Hole
40.63,5057582215600,368,254,1.9890,118,10,10,At the Watering Hole
11.70,5057582215617,104,70.5,0.6540,118,10,10,At the Watering Hole
16.20,5057582215624,152.5,104,0.7860,118,10,10,At the Watering Hole
25.22,5057582215631,208,146,1.0110,118,10,10,At the Watering Hole
38.74,5057582215648,312,219,1.5990,118,10,10,At the Watering Hole
43.24,5057582215655,416,254,2.1780,118,10,10,At the Watering Hole
52.26,5057582215662,416,290,2.4100,118,10,10,At the Watering Hole
19.45,5057582215679,254,184,1.2040,118,10,10,Ula la Unicornio
25.31,5057582215686,368,254,1.8590,118,10,10,Ula la Unicornio
76.80,5057582215693,254,184,1.5000,118,10,10,Ula la Unicornio
121.15,5057582215709,368,254,2.5000,118,10,10,Ula la Unicornio
29.82,5057582215716,254,184,1.2640,118,10,10,Ula la Unicornio
40.63,5057582215723,368,254,1.9890,118,10,10,Ula la Unicornio
11.70,5057582215730,104,70.5,0.6540,118,10,10,Ula la Unicornio
16.20,5057582215747,152.5,104,0.7860,118,10,10,Ula la Unicornio
25.22,5057582215754,208,146,1.0110,118,10,10,Ula la Unicornio
38.74,5057582215761,312,219,1.5990,118,10,10,Ula la Unicornio
43.24,5057582215778,416,254,2.1780,118,10,10,Ula la Unicornio
52.26,5057582215785,416,290,2.4100,118,10,10,Ula la Unicornio
19.45,5057582215792,254,184,1.2040,118,10,10,Ula la Unicornio Night Forest
25.31,5057582215808,368,254,1.8590,118,10,10,Ula la Unicornio Night Forest
76.80,5057582215815,254,184,1.5000,118,10,10,Ula la Unicornio Night Forest
121.15,5057582215822,368,254,2.5000,118,10,10,Ula la Unicornio Night Forest
29.82,5057582215839,254,184,1.2640,118,10,10,Ula la Unicornio Night Forest
40.63,5057582215846,368,254,1.9890,118,10,10,Ula la Unicornio Night Forest
11.70,5057582215853,104,70.5,0.6540,118,10,10,Ula la Unicornio Night Forest
16.20,5057582215860,152.5,104,0.7860,118,10,10,Ula la Unicornio Night Forest
25.22,5057582215877,208,146,1.0110,118,10,10,Ula la Unicornio Night Forest
38.74,5057582215884,312,219,1.5990,118,10,10,Ula la Unicornio Night Forest
43.24,5057582215891,416,254,2.1780,118,10,10,Ula la Unicornio Night Forest
52.26,5057582215907,416,290,2.4100,118,10,10,Ula la Unicornio Night Forest
19.45,5057582215914,254,184,1.2040,118,10,10,Ula la Unicornio & Lola
25.31,5057582215921,368,254,1.8590,118,10,10,Ula la Unicornio & Lola
76.80,5057582215938,254,184,1.5000,118,10,10,Ula la Unicornio & Lola
121.15,5057582215945,368,254,2.5000,118,10,10,Ula la Unicornio & Lola
29.82,5057582215952,254,184,1.2640,118,10,10,Ula la Unicornio & Lola
40.63,5057582215969,368,254,1.9890,118,10,10,Ula la Unicornio & Lola
11.70,5057582215976,104,70.5,0.6540,118,10,10,Ula la Unicornio & Lola
16.20,5057582215983,152.5,104,0.7860,118,10,10,Ula la Unicornio & Lola
25.22,5057582215990,208,146,1.0110,118,10,10,Ula la Unicornio & Lola
38.74,5057582216003,312,219,1.5990,118,10,10,Ula la Unicornio & Lola
43.24,5057582216010,416,254,2.1780,118,10,10,Ula la Unicornio & Lola
52.26,5057582216027,416,290,2.4100,118,10,10,Ula la Unicornio & Lola
19.45,5057582216034,254,184,1.2040,118,10,10,Ula la Unicornio & Lola under the Stars
25.31,5057582216041,368,254,1.8590,118,10,10,Ula la Unicornio & Lola under the Stars
76.80,5057582216058,254,184,1.5000,118,10,10,Ula la Unicornio & Lola under the Stars
121.15,5057582216065,368,254,2.5000,118,10,10,Ula la Unicornio & Lola under the Stars
29.82,5057582216072,254,184,1.2640,118,10,10,Ula la Unicornio & Lola under the Stars
40.63,5057582216089,368,254,1.9890,118,10,10,Ula la Unicornio & Lola under the Stars
11.70,5057582216096,104,70.5,0.6540,118,10,10,Ula la Unicornio & Lola under the Stars
16.20,5057582216102,152.5,104,0.7860,118,10,10,Ula la Unicornio & Lola under the Stars
25.22,5057582216119,208,146,1.0110,118,10,10,Ula la Unicornio & Lola under the Stars
38.74,5057582216126,312,219,1.5990,118,10,10,Ula la Unicornio & Lola under the Stars
43.24,5057582216133,416,254,2.1780,118,10,10,Ula la Unicornio & Lola under the Stars
52.26,5057582216140,416,290,2.4100,118,10,10,Ula la Unicornio & Lola under the Stars
19.45,5057582216157,254,184,1.2040,118,10,10,Ula la Unicornio Night Stars
25.31,5057582216164,368,254,1.8590,118,10,10,Ula la Unicornio Night Stars
76.80,5057582216171,254,184,1.5000,118,10,10,Ula la Unicornio Night Stars
121.15,5057582216188,368,254,2.5000,118,10,10,Ula la Unicornio Night Stars
29.82,5057582216195,254,184,1.2640,118,10,10,Ula la Unicornio Night Stars
40.63,5057582216201,368,254,1.9890,118,10,10,Ula la Unicornio Night Stars
11.70,5057582216218,104,70.5,0.6540,118,10,10,Ula la Unicornio Night Stars
16.20,5057582216225,152.5,104,0.7860,118,10,10,Ula la Unicornio Night Stars
25.22,5057582216232,208,146,1.0110,118,10,10,Ula la Unicornio Night Stars
38.74,5057582216249,312,219,1.5990,118,10,10,Ula la Unicornio Night Stars
43.24,5057582216256,416,254,2.1780,118,10,10,Ula la Unicornio Night Stars
52.26,5057582216263,416,290,2.4100,118,10,10,Ula la Unicornio Night Stars
19.45,5057582216270,254,184,1.2040,118,10,10,Ula & Lola's Unicorn Palace
25.31,5057582216287,368,254,1.8590,118,10,10,Ula & Lola's Unicorn Palace
76.80,5057582216294,254,184,1.5000,118,10,10,Ula & Lola's Unicorn Palace
121.15,5057582216300,368,254,2.5000,118,10,10,Ula & Lola's Unicorn Palace
29.82,5057582216317,254,184,1.2640,118,10,10,Ula & Lola's Unicorn Palace
40.63,5057582216324,368,254,1.9890,118,10,10,Ula & Lola's Unicorn Palace
11.70,5057582216331,104,70.5,0.6540,118,10,10,Ula & Lola's Unicorn Palace
16.20,5057582216348,152.5,104,0.7860,118,10,10,Ula & Lola's Unicorn Palace
25.22,5057582216355,208,146,1.0110,118,10,10,Ula & Lola's Unicorn Palace
38.74,5057582216362,312,219,1.5990,118,10,10,Ula & Lola's Unicorn Palace
43.24,5057582216379,416,254,2.1780,118,10,10,Ula & Lola's Unicorn Palace
